feature,mean_abs_shap,mean_shap,family,brief_bucket,rank
d_cust_top1_lag3,0.007591660203303187,-0.00015676377182381482,d,lead_time / turning,189
f_n_types,0.00708430860681264,-0.0017053466952780415,f,other,190
a_invest_lag3,0.0069679224790790755,-0.0021897304940938778,a,lead_time / turning,191
f_has_confirming,0.006700732747071898,0.001932984600162373,f,other,192
f_debt_service,0.006049220444239581,-0.003398611241361167,f,other,193
g_new_this_month,0.005990240410034031,0.00019914472198588644,g,other,194
d_cust_new_lag3,0.005690798860449035,0.001995170532598828,d,lead_time / turning,195
a_pending_share_lag3,0.005497427078309504,0.0008611776114605038,a,lead_time / turning,196
a_pending_share,0.005247414742361477,-0.0010566912591944359,a,other,197
c_salary_month_lag3,0.004473175200593898,0.0005002084819891248,c,lead_time / turning,198
c_tax_month,0.004386284754631623,0.0006075235206897892,c,why (ops regularity),199
f_fin_cost_lag3,0.004368014090493757,0.0015498365687709177,f,lead_time / turning,200
g_custom_share,0.003980667537319159,0.0011226570123155858,g,why (counterparties / invoices),201
c_tax_month_lag1,0.003964081751914699,-3.7067441488435067e-05,c,lead_time / turning,202
f_new_facility,0.0038336073132972204,-0.0006213583508263141,f,why (financing),203
c_zero_in_month,0.0036252015041524435,0.00022399809355537804,c,lead_time / turning,204
c_ss_month_lag3,0.0031156424049189287,0.00021768612794498864,c,lead_time / turning,205
c_missed_tax,0.0030951893203419833,0.000402817315139273,c,why (ops regularity),206
c_ss_month_lag1,0.003071938799711537,5.984150987619139e-05,c,lead_time / turning,207
g_has_checking,0.0023604387373197962,0.0007443698350773925,g,other,208
c_missed_salary_lag1,0.002350250004425565,0.00018551656320492502,c,lead_time / turning,209
d_cust_new,0.0023397048625411272,0.0006982302048573531,d,why (counterparties / invoices),210
g_new_this_month_lag3,0.0018807811373621392,6.344628569794271e-05,g,lead_time / turning,211
f_debt_service_lag3,0.0018646057508533045,-3.280917607730812e-05,f,lead_time / turning,212
g_n_types,0.001797762387397989,8.635240429801483e-05,g,other,213
c_missed_salary,0.0016727098089715825,-4.567849538387866e-05,c,why (ops regularity),214
g_new_this_month_lag1,0.0015697678471679178,-0.00020324407452736238,g,lead_time / turning,215
a_pending_share_lag1,0.0011921354267984746,-0.0004186810962778747,a,lead_time / turning,216
c_missed_tax_lag1,0.001164502471680524,-8.46218397252204e-06,c,lead_time / turning,217
a_growth_12_lag3,0.000968676679022675,-0.00011882688388767544,a,lead_time / turning,218
g_has_card_lag1,0.0007718459858947535,4.174791050068773e-05,g,lead_time / turning,219
c_tax_month_lag3,0.0005830258660070952,8.104861504035395e-05,c,lead_time / turning,220
c_zero_in_month_lag1,0.0003918289555884408,-5.182459460125451e-05,c,lead_time / turning,221
g_created_unknown_share_lag3,0.00036773611546022137,2.082115606307502e-05,g,lead_time / turning,222
f_new_facility_lag3,0.00027475387534540773,8.859975545346352e-06,f,lead_time / turning,223
g_has_checking_lag1,0.0001993813522166495,3.830981839713774e-05,g,lead_time / turning,224
g_has_checking_lag3,0.00019536604707359718,3.1395695867745815e-06,g,lead_time / turning,225
f_months_to_next_pay,0.0,0.0,f,other,226
f_outstanding_gt_granted,0.0,0.0,f,other,227
g_has_card,0.0,0.0,g,other,228
g_has_tpv,0.0,0.0,g,other,229
f_w_rate,0.0,0.0,f,other,230
d_interco_share,0.0,0.0,d,other,231
f_util_snapshot,0.0,0.0,f,other,232
f_has_factoring,0.0,0.0,f,other,233
g_created_unknown_share,0.0,0.0,g,other,234
g_created_after_snapshot,0.0,0.0,g,other,235
g_created_after_snapshot_share,0.0,0.0,g,other,236
g_has_investment,0.0,0.0,g,other,237
g_has_saving,0.0,0.0,g,other,238
g_created_after_snapshot_share_lag3,0.0,0.0,g,lead_time / turning,239
f_sched_vs_obs,0.0,0.0,f,other,240
d_interco_share_lag1,0.0,0.0,d,lead_time / turning,241
d_interco_share_lag3,0.0,0.0,d,lead_time / turning,242
c_zero_in_month_lag3,0.0,0.0,c,lead_time / turning,243
c_last_tx_before_2026_06_lag1,0.0,0.0,c,lead_time / turning,244
c_missed_salary_lag3,0.0,0.0,c,lead_time / turning,245
c_last_tx_before_2026_06_lag3,0.0,0.0,c,lead_time / turning,246
f_w_rate_lag3,0.0,0.0,f,lead_time / turning,247
f_w_rate_lag1,0.0,0.0,f,lead_time / turning,248
f_has_confirming_lag3,0.0,0.0,f,lead_time / turning,249
f_has_confirming_lag1,0.0,0.0,f,lead_time / turning,250
f_has_factoring_lag3,0.0,0.0,f,lead_time / turning,251
f_has_factoring_lag1,0.0,0.0,f,lead_time / turning,252
f_has_loc_lag3,0.0,0.0,f,lead_time / turning,253
f_has_loc_lag1,0.0,0.0,f,lead_time / turning,254
f_util_snapshot_lag3,0.0,0.0,f,lead_time / turning,255
f_util_snapshot_lag1,0.0,0.0,f,lead_time / turning,256
f_n_types_lag3,0.0,0.0,f,lead_time / turning,257
f_n_types_lag1,0.0,0.0,f,lead_time / turning,258
f_n_facilities_lag3,0.0,0.0,f,lead_time / turning,259
c_last_tx_before_2026_06,0.0,0.0,c,other,260
f_new_facility_lag1,0.0,0.0,f,lead_time / turning,261
f_outstanding_gt_granted_lag3,0.0,0.0,f,lead_time / turning,262
g_n_types_lag3,0.0,0.0,g,lead_time / turning,263
f_months_to_next_pay_lag1,0.0,0.0,f,lead_time / turning,264
f_sched_vs_obs_lag1,0.0,0.0,f,lead_time / turning,265
f_months_to_next_pay_lag3,0.0,0.0,f,lead_time / turning,266
f_sched_vs_obs_lag3,0.0,0.0,f,lead_time / turning,267
f_outstanding_gt_granted_lag1,0.0,0.0,f,lead_time / turning,268
g_has_tpv_lag3,0.0,0.0,g,lead_time / turning,269
g_has_tpv_lag1,0.0,0.0,g,lead_time / turning,270
g_has_investment_lag3,0.0,0.0,g,lead_time / turning,271
g_has_investment_lag1,0.0,0.0,g,lead_time / turning,272
g_has_saving_lag3,0.0,0.0,g,lead_time / turning,273
g_has_saving_lag1,0.0,0.0,g,lead_time / turning,274
g_created_unknown_share_lag1,0.0,0.0,g,lead_time / turning,275
g_created_after_snapshot_lag1,0.0,0.0,g,lead_time / turning,276
g_created_after_snapshot_lag3,0.0,0.0,g,lead_time / turning,277
g_created_after_snapshot_share_lag1,0.0,0.0,g,lead_time / turning,278
