feature,mean_abs_shap,mean_shap,family,brief_bucket,rank
b_below_half_runway_lag3,0.0,0.0,b,lead_time / turning,182
a_pending_share_lag1,0.0,0.0,a,lead_time / turning,183
a_net_lag1,0.0,0.0,a,lead_time / turning,184
a_invest_lag3,0.0,0.0,a,lead_time / turning,185
a_invest_lag1,0.0,0.0,a,lead_time / turning,186
a_transfer_lag3,0.0,0.0,a,lead_time / turning,187
c_zero_in_share_6_lag3,0.0,0.0,c,lead_time / turning,188
c_zero_in_share_6_lag1,0.0,0.0,c,lead_time / turning,189
c_zero_in_month_lag3,0.0,0.0,c,lead_time / turning,190
c_zero_in_month_lag1,0.0,0.0,c,lead_time / turning,191
b_neg_episodes_lag3,0.0,0.0,b,lead_time / turning,192
c_missed_salary_lag3,0.0,0.0,c,lead_time / turning,193
c_missed_salary_lag1,0.0,0.0,c,lead_time / turning,194
c_missed_tax_lag3,0.0,0.0,c,lead_time / turning,195
c_missed_tax_lag1,0.0,0.0,c,lead_time / turning,196
c_tax_month_lag3,0.0,0.0,c,lead_time / turning,197
c_ss_month_lag3,0.0,0.0,c,lead_time / turning,198
g_new_this_month,0.0,0.0,g,other,199
c_recency_days_lag1,0.0,0.0,c,lead_time / turning,200
c_last_tx_before_2026_06_lag1,0.0,0.0,c,lead_time / turning,201
c_last_tx_before_2026_06_lag3,0.0,0.0,c,lead_time / turning,202
a_debt_service_lag3,0.0,0.0,a,lead_time / turning,203
f_sched_vs_obs,0.0,0.0,f,why (financing),204
f_outstanding_gt_granted,0.0,0.0,f,why (financing),205
a_debt_service_lag1,0.0,0.0,a,lead_time / turning,206
f_new_facility,0.0,0.0,f,why (financing),207
g_n_types,0.0,0.0,g,other,208
b_neg_liq_3_lag1,0.0,0.0,b,lead_time / turning,209
b_below_half_runway_lag1,0.0,0.0,b,lead_time / turning,210
g_new_this_month_lag1,0.0,0.0,g,lead_time / turning,211
a_transfer,0.0,0.0,a,other,212
a_pending_share,0.0,0.0,a,other,213
g_new_this_month_lag3,0.0,0.0,g,lead_time / turning,214
g_created_after_snapshot,0.0,0.0,g,other,215
g_created_unknown_share,0.0,0.0,g,other,216
g_has_saving,0.0,0.0,g,other,217
g_has_checking,0.0,0.0,g,other,218
g_has_card,0.0,0.0,g,other,219
g_has_tpv,0.0,0.0,g,other,220
f_debt_service,0.0,0.0,f,why (financing),221
f_fin_cost,0.0,0.0,f,why (financing),222
f_has_factoring,0.0,0.0,f,why (financing),223
f_util_snapshot,0.0,0.0,f,why (financing),224
f_w_rate,0.0,0.0,f,why (financing),225
f_debt_service_lag3,0.0,0.0,f,lead_time / turning,226
f_fin_cost_lag1,0.0,0.0,f,lead_time / turning,227
c_tax_month,0.0,0.0,c,why (ops regularity),228
c_missed_salary,0.0,0.0,c,why (ops regularity),229
f_n_types,0.0,0.0,f,why (financing),230
c_missed_tax,0.0,0.0,c,why (ops regularity),231
c_recency_days,0.0,0.0,c,lead_time / turning,232
c_last_tx_before_2026_06,0.0,0.0,c,lead_time / turning,233
f_n_types_lag1,0.0,0.0,f,lead_time / turning,234
f_n_types_lag3,0.0,0.0,f,lead_time / turning,235
f_util_snapshot_lag1,0.0,0.0,f,lead_time / turning,236
f_util_snapshot_lag3,0.0,0.0,f,lead_time / turning,237
f_has_loc_lag3,0.0,0.0,f,lead_time / turning,238
f_has_factoring_lag1,0.0,0.0,f,lead_time / turning,239
f_has_factoring_lag3,0.0,0.0,f,lead_time / turning,240
f_has_confirming_lag1,0.0,0.0,f,lead_time / turning,241
f_has_confirming_lag3,0.0,0.0,f,lead_time / turning,242
f_w_rate_lag1,0.0,0.0,f,lead_time / turning,243
f_w_rate_lag3,0.0,0.0,f,lead_time / turning,244
f_months_to_next_pay_lag1,0.0,0.0,f,lead_time / turning,245
g_created_after_snapshot_share,0.0,0.0,g,other,246
f_months_to_next_pay_lag3,0.0,0.0,f,lead_time / turning,247
f_sched_vs_obs_lag1,0.0,0.0,f,lead_time / turning,248
f_outstanding_gt_granted_lag1,0.0,0.0,f,lead_time / turning,249
f_sched_vs_obs_lag3,0.0,0.0,f,lead_time / turning,250
f_new_facility_lag1,0.0,0.0,f,lead_time / turning,251
f_new_facility_lag3,0.0,0.0,f,lead_time / turning,252
g_n_accounts_lag1,0.0,0.0,g,lead_time / turning,253
f_outstanding_gt_granted_lag3,0.0,0.0,f,lead_time / turning,254
g_n_types_lag1,0.0,0.0,g,lead_time / turning,255
g_n_types_lag3,0.0,0.0,g,lead_time / turning,256
g_has_card_lag3,0.0,0.0,g,lead_time / turning,257
g_has_card_lag1,0.0,0.0,g,lead_time / turning,258
b_neg_liq_3,0.0,0.0,b,healthy vs stressed cash shape,259
b_below_0,0.0,0.0,b,healthy vs stressed cash shape,260
b_below_half_runway,0.0,0.0,b,healthy vs stressed cash shape,261
b_neg_episodes,0.0,0.0,b,healthy vs stressed cash shape,262
c_zero_in_month,0.0,0.0,c,why (ops regularity),263
g_has_tpv_lag1,0.0,0.0,g,lead_time / turning,264
g_has_tpv_lag3,0.0,0.0,g,lead_time / turning,265
g_has_checking_lag1,0.0,0.0,g,lead_time / turning,266
g_has_checking_lag3,0.0,0.0,g,lead_time / turning,267
g_has_saving_lag1,0.0,0.0,g,lead_time / turning,268
g_has_saving_lag3,0.0,0.0,g,lead_time / turning,269
g_has_investment_lag1,0.0,0.0,g,lead_time / turning,270
g_has_investment_lag3,0.0,0.0,g,lead_time / turning,271
g_custom_share_lag3,0.0,0.0,g,lead_time / turning,272
g_created_unknown_share_lag1,0.0,0.0,g,lead_time / turning,273
g_created_unknown_share_lag3,0.0,0.0,g,lead_time / turning,274
g_created_after_snapshot_lag1,0.0,0.0,g,lead_time / turning,275
g_created_after_snapshot_lag3,0.0,0.0,g,lead_time / turning,276
g_created_after_snapshot_share_lag1,0.0,0.0,g,lead_time / turning,277
g_created_after_snapshot_share_lag3,0.0,0.0,g,lead_time / turning,278
